d1,d2,score,count,n1,n2
DCC0012,DCC1657,0.7661108248443755,10,Bevacizumab,Vandetanib
DCC0012,DCC1639,0.791407132981385,10,Bevacizumab,Ixabepilone
DCC0012,DCC1129,0.7745089014465377,10,Bevacizumab,Palifermin
DCC0012,DCC1235,0.8122155107969412,10,Bevacizumab,Chlorambucil
DCC0012,DCC1681,0.7665333733149484,11,Bevacizumab,Pertuzumab
DCC0012,DCC1688,0.7914682349259313,10,Bevacizumab,Axitinib
DCC0012,DCC1321,0.7695071900936417,11,Bevacizumab,Vinblastine
DCC0189,DCC0153,0.7826311293811017,14,Irinotecan,Clofarabine
DCC0189,DCC0361,0.7794228330355943,14,Irinotecan,Vorinostat
DCC0189,DCC0369,0.7514252544118359,14,Irinotecan,Trabectedin
DCC0189,DCC0355,0.7770004979955902,12,Irinotecan,Genistein
DCC0189,DCC0046,0.7800776178379604,14,Irinotecan,Mitomycin
DCC0189,DCC0271,0.7612694906824352,14,Irinotecan,Topotecan
DCC0189,DCC0215,0.7694012462594315,15,Irinotecan,Temozolomide
DCC0189,DCC0108,0.7820271112004972,14,Irinotecan,Altretamine
DCC0189,DCC0288,0.7582728917687035,15,Irinotecan,Fludarabine
DCC0189,DCC0429,0.7509627100184878,15,Irinotecan,Afatinib
DCC0189,DCC0420,0.7829792876912924,10,Irinotecan,Tirapazamine
DCC0189,DCC0275,0.7768946268800703,10,Irinotecan,Procainamide
DCC0189,DCC0067,0.7764637980364201,15,Irinotecan,Vinorelbine
DCC0189,DCC1628,0.7758710588857164,13,Irinotecan,Fotemustine
DCC0189,DCC1120,0.7773009068285341,10,Irinotecan,Pegfilgrastim
DCC0189,DCC1639,0.8077761177219797,15,Irinotecan,Ixabepilone
DCC0189,DCC1234,0.7540164885185614,10,Irinotecan,Bleomycin
DCC0189,DCC1522,0.7580673186459148,14,Irinotecan,Procarbazine
DCC0189,DCC1535,0.7717476728349295,14,Irinotecan,Mitoxantrone
DCC0189,DCC1235,0.7852778592684481,11,Irinotecan,Chlorambucil
DCC0189,DCC1710,0.7733985752498018,14,Irinotecan,Plerixafor
DCC0189,DCC1471,0.760738115251683,14,Irinotecan,Busulfan
DCC0189,DCC1245,0.7639309454904738,15,Irinotecan,Floxuridine
DCC0189,DCC1681,0.7835771411276186,10,Irinotecan,Pertuzumab
DCC0189,DCC1688,0.7885780255709027,15,Irinotecan,Axitinib
DCC0189,DCC1321,0.7681394837047653,15,Irinotecan,Vinblastine
DCC0153,DCC0012,0.7787928088855084,10,Clofarabine,Bevacizumab
DCC0153,DCC0189,0.7826311293811017,14,Clofarabine,Irinotecan
DCC0153,DCC0122,0.7723072153191942,22,Clofarabine,Erlotinib
DCC0153,DCC0158,0.7859481745975416,22,Clofarabine,Pemetrexed
DCC0153,DCC0128,0.7904359833838279,24,Clofarabine,Fluorouracil
DCC0153,DCC0016,0.7595017464448711,14,Clofarabine,Bortezomib
DCC0153,DCC0361,0.7762069647051081,22,Clofarabine,Vorinostat
DCC0153,DCC0259,0.7573750414199426,28,Clofarabine,Doxorubicin
DCC0153,DCC0369,0.7899762848870799,23,Clofarabine,Trabectedin
DCC0153,DCC0245,0.8196820802843832,15,Clofarabine,Carboplatin
DCC0153,DCC0123,0.7631240633753135,29,Clofarabine,Cyclophosphamide
DCC0153,DCC0126,0.8112300215204167,23,Clofarabine,Vincristine
DCC0153,DCC0148,0.7668676545152683,23,Clofarabine,Imatinib
DCC0153,DCC0079,0.7891138221406615,23,Clofarabine,Sorafenib
DCC0153,DCC0355,0.7671254055873821,12,Clofarabine,Genistein
DCC0153,DCC0120,0.7728385824820825,10,Clofarabine,Oxaliplatin
DCC0153,DCC0295,0.8112642078415331,23,Clofarabine,Capecitabine
DCC0153,DCC0336,0.7840604923617945,23,Clofarabine,Sunitinib
DCC0153,DCC0094,0.7902436789894361,14,Clofarabine,Gemcitabine
DCC0153,DCC0416,0.7535486016751898,10,Clofarabine,Potassium
DCC0153,DCC0046,0.8212319970160685,23,Clofarabine,Mitomycin
DCC0153,DCC0271,0.756560071584542,14,Clofarabine,Topotecan
DCC0153,DCC0332,0.7896678260827679,23,Clofarabine,Lapatinib
DCC0153,DCC0096,0.8116205771140036,23,Clofarabine,Epirubicin
DCC0153,DCC0215,0.7751655923322496,22,Clofarabine,Temozolomide
DCC0153,DCC1417,0.7760466516624563,14,Clofarabine,Dacarbazine
DCC0153,DCC0162,0.7775953581740725,14,Clofarabine,Leucovorin
DCC0153,DCC0108,0.8163146055320957,23,Clofarabine,Altretamine
DCC0153,DCC0288,0.8352411030257758,23,Clofarabine,Fludarabine
DCC0153,DCC0277,0.7635784383623109,23,Clofarabine,Thalidomide
DCC0153,DCC0104,0.7736564986538532,21,Clofarabine,Raloxifene
DCC0153,DCC0067,0.7766887960048947,14,Clofarabine,Vinorelbine
DCC0153,DCC0311,0.8301754079312402,23,Clofarabine,Ifosfamide
DCC0153,DCC1628,0.7691299369642429,13,Clofarabine,Fotemustine
DCC0153,DCC1657,0.7560558842134918,14,Clofarabine,Vandetanib
DCC0153,DCC1443,0.7595659583239861,23,Clofarabine,Azacitidine
DCC0153,DCC1357,0.7813672172042242,23,Clofarabine,Daunorubicin
DCC0153,DCC1639,0.7966397033913036,15,Clofarabine,Ixabepilone
DCC0153,DCC1280,0.7572856056861741,15,Clofarabine,Entecavir
DCC0153,DCC1368,0.7536093702362795,15,Clofarabine,Adefovir
DCC0153,DCC1234,0.8105820525640887,16,Clofarabine,Bleomycin
DCC0153,DCC1522,0.8096132742703952,23,Clofarabine,Procarbazine
DCC0153,DCC1535,0.815764920795341,23,Clofarabine,Mitoxantrone
DCC0153,DCC1235,0.7811922537722498,13,Clofarabine,Chlorambucil
DCC0153,DCC1710,0.7805195033472312,14,Clofarabine,Plerixafor
DCC0153,DCC1471,0.8244872051513141,23,Clofarabine,Busulfan
DCC0153,DCC1245,0.7877311994351547,24,Clofarabine,Floxuridine
DCC0153,DCC1681,0.7746863816533339,10,Clofarabine,Pertuzumab
DCC0153,DCC1688,0.7810790111422946,15,Clofarabine,Axitinib
DCC0153,DCC1624,0.7717980824850942,12,Clofarabine,Uracil
DCC0153,DCC1321,0.7816050525475117,14,Clofarabine,Vinblastine
DCC0256,DCC0046,0.7655067623214052,13,Cytarabine,Mitomycin
DCC0122,DCC0153,0.7723072153191942,22,Erlotinib,Clofarabine
DCC0122,DCC0361,0.7593110820629803,20,Erlotinib,Vorinostat
DCC0122,DCC0355,0.7593202663542437,13,Erlotinib,Genistein
DCC0122,DCC0336,0.75125553527314,22,Erlotinib,Sunitinib
DCC0122,DCC0416,0.7663330017526866,10,Erlotinib,Potassium
DCC0122,DCC0046,0.7620668859139065,22,Erlotinib,Mitomycin
DCC0122,DCC0271,0.7573775072697175,14,Erlotinib,Topotecan
DCC0122,DCC0215,0.7748990252522496,19,Erlotinib,Temozolomide
DCC0122,DCC1417,0.7593062732973956,15,Erlotinib,Dacarbazine
DCC0122,DCC0162,0.7726551686602835,15,Erlotinib,Leucovorin
DCC0122,DCC0108,0.7520655867919557,23,Erlotinib,Altretamine
DCC0122,DCC0288,0.7657487602972978,22,Erlotinib,Fludarabine
DCC0122,DCC0307,0.7712978417945053,12,Erlotinib,Trimetrexate
DCC0122,DCC0429,0.7511865383490348,15,Erlotinib,Afatinib
DCC0122,DCC0420,0.7884222939837126,10,Erlotinib,Tirapazamine
DCC0122,DCC0275,0.7822729248444682,10,Erlotinib,Procainamide
DCC0122,DCC0067,0.7756994520728802,15,Erlotinib,Vinorelbine
DCC0122,DCC0311,0.7635152157903011,22,Erlotinib,Ifosfamide
DCC0122,DCC1628,0.7771793856582386,13,Erlotinib,Fotemustine
DCC0122,DCC1121,0.7628325560914014,10,Erlotinib,Sargramostim
DCC0122,DCC1120,0.7856005126641514,10,Erlotinib,Pegfilgrastim
DCC0122,DCC1555,0.7957851545437972,10,Erlotinib,Panitumumab
DCC0122,DCC1639,0.8030045760612227,15,Erlotinib,Ixabepilone
DCC0122,DCC1280,0.7501363927004365,13,Erlotinib,Entecavir
DCC0122,DCC1535,0.7540223815408175,22,Erlotinib,Mitoxantrone
DCC0122,DCC1235,0.7710072400675251,12,Erlotinib,Chlorambucil
DCC0122,DCC1710,0.7717345826748906,14,Erlotinib,Plerixafor
DCC0122,DCC1471,0.7550564096468676,22,Erlotinib,Busulfan
DCC0122,DCC0620,0.7603414818506093,13,Erlotinib,Canfosfamide
DCC0122,DCC1681,0.7928438288530544,10,Erlotinib,Pertuzumab
DCC0122,DCC1688,0.806113411074533,14,Erlotinib,Axitinib
DCC0122,DCC1321,0.7667070184325688,15,Erlotinib,Vinblastine
DCC0158,DCC0153,0.7859481745975416,22,Pemetrexed,Clofarabine
DCC0158,DCC0122,0.7500175405508032,21,Pemetrexed,Erlotinib
DCC0158,DCC0361,0.7611644968483426,20,Pemetrexed,Vorinostat
DCC0158,DCC0336,0.7653478351625428,21,Pemetrexed,Sunitinib
DCC0158,DCC0046,0.7744649893576159,22,Pemetrexed,Mitomycin
DCC0158,DCC0096,0.759299206402721,23,Pemetrexed,Epirubicin
DCC0158,DCC0215,0.7765174252973119,19,Pemetrexed,Temozolomide
DCC0158,DCC1417,0.7614950716486392,14,Pemetrexed,Dacarbazine
DCC0158,DCC0162,0.7730439480731868,14,Pemetrexed,Leucovorin
DCC0158,DCC0108,0.7713051937020888,22,Pemetrexed,Altretamine
DCC0158,DCC0288,0.7786903667700329,22,Pemetrexed,Fludarabine
DCC0158,DCC0420,0.7728166788969166,10,Pemetrexed,Tirapazamine
DCC0158,DCC0275,0.7666445855875718,10,Pemetrexed,Procainamide
DCC0158,DCC0067,0.7609210831417663,15,Pemetrexed,Vinorelbine
DCC0158,DCC0311,0.7766135765239729,22,Pemetrexed,Ifosfamide
DCC0158,DCC1628,0.7653163045930556,13,Pemetrexed,Fotemustine
DCC0158,DCC1639,0.7867641760920091,15,Pemetrexed,Ixabepilone
DCC0158,DCC1234,0.7574490041527604,16,Pemetrexed,Bleomycin
DCC0158,DCC1522,0.7594929969085166,22,Pemetrexed,Procarbazine
DCC0158,DCC1535,0.7650462527965426,22,Pemetrexed,Mitoxantrone
DCC0158,DCC1710,0.7610366266331073,14,Pemetrexed,Plerixafor
DCC0158,DCC1471,0.777470440210592,21,Pemetrexed,Busulfan
DCC0158,DCC1681,0.7740951432597515,10,Pemetrexed,Pertuzumab
DCC0158,DCC1688,0.7823057474759972,14,Pemetrexed,Axitinib
DCC0158,DCC1321,0.7671148809213749,14,Pemetrexed,Vinblastine
DCC0128,DCC0153,0.7904359833838279,24,Fluorouracil,Clofarabine
DCC0128,DCC0369,0.7501361781157709,24,Fluorouracil,Trabectedin
DCC0128,DCC0046,0.7787442154843274,24,Fluorouracil,Mitomycin
DCC0128,DCC0108,0.7732307911300912,24,Fluorouracil,Altretamine
DCC0128,DCC0288,0.7676198503535177,26,Fluorouracil,Fludarabine
DCC0128,DCC0420,0.7662521813053718,11,Fluorouracil,Tirapazamine
DCC0128,DCC0275,0.7608132289873007,11,Fluorouracil,Procainamide
DCC0128,DCC0311,0.7647784654064386,27,Fluorouracil,Ifosfamide
DCC0128,DCC1639,0.7789854343923746,16,Fluorouracil,Ixabepilone
DCC0128,DCC1129,0.7672375146199382,10,Fluorouracil,Palifermin
DCC0128,DCC1522,0.7644200181020113,24,Fluorouracil,Procarbazine
DCC0128,DCC1535,0.7604724505378273,25,Fluorouracil,Mitoxantrone
DCC0128,DCC1471,0.7557893316348441,26,Fluorouracil,Busulfan
DCC0128,DCC1245,0.76170426374953,24,Fluorouracil,Floxuridine
DCC0128,DCC1681,0.7556504417998361,11,Fluorouracil,Pertuzumab
DCC0103,DCC0288,0.7605654749613507,22,Lenalidomide,Fludarabine
DCC0103,DCC1471,0.7573234222526295,21,Lenalidomide,Busulfan
DCC0117,DCC0108,0.7551430258924028,12,Cisplatin,Altretamine
DCC0117,DCC1639,0.772851990377633,11,Cisplatin,Ixabepilone
DCC0117,DCC1235,0.7692513536877016,12,Cisplatin,Chlorambucil
DCC0117,DCC0620,0.7530764427975201,11,Cisplatin,Canfosfamide
DCC0117,DCC1688,0.7743029198379557,11,Cisplatin,Axitinib
DCC0016,DCC0153,0.7595017464448711,14,Bortezomib,Clofarabine
DCC0016,DCC0108,0.7512798066256253,14,Bortezomib,Altretamine
DCC0016,DCC0288,0.7509670048898048,14,Bortezomib,Fludarabine
DCC0016,DCC0067,0.7506827803590683,14,Bortezomib,Vinorelbine
DCC0016,DCC1639,0.7692647329011372,15,Bortezomib,Ixabepilone
DCC0016,DCC1235,0.7593347302442052,11,Bortezomib,Chlorambucil
DCC0016,DCC1710,0.7508052889130097,14,Bortezomib,Plerixafor
DCC0016,DCC1688,0.7525674982794207,15,Bortezomib,Axitinib
DCC0016,DCC1321,0.7536674897728611,14,Bortezomib,Vinblastine
DCC0361,DCC0189,0.7794228330355943,14,Vorinostat,Irinotecan
DCC0361,DCC0153,0.7762069647051081,22,Vorinostat,Clofarabine
DCC0361,DCC0122,0.7593110820629803,20,Vorinostat,Erlotinib
DCC0361,DCC0158,0.7611644968483426,20,Vorinostat,Pemetrexed
DCC0361,DCC0016,0.7521560881089149,14,Vorinostat,Bortezomib
DCC0361,DCC0008,0.7596455540331085,10,Vorinostat,Trastuzumab
DCC0361,DCC0245,0.7603135508994734,14,Vorinostat,Carboplatin
DCC0361,DCC0126,0.7672117363155857,20,Vorinostat,Vincristine
DCC0361,DCC0148,0.7665319882872417,20,Vorinostat,Imatinib
DCC0361,DCC0079,0.7567442967993915,21,Vorinostat,Sorafenib
DCC0361,DCC0355,0.7875283041814516,11,Vorinostat,Genistein
DCC0361,DCC0295,0.7625143242058637,22,Vorinostat,Capecitabine
DCC0361,DCC0336,0.7868662794163623,19,Vorinostat,Sunitinib
DCC0361,DCC0094,0.7852376537713582,14,Vorinostat,Gemcitabine
DCC0361,DCC0416,0.7558450990849364,10,Vorinostat,Potassium
DCC0361,DCC0046,0.7611522759076461,22,Vorinostat,Mitomycin
DCC0361,DCC0332,0.7574478864780777,20,Vorinostat,Lapatinib
DCC0361,DCC0096,0.7673815915638551,21,Vorinostat,Epirubicin
DCC0361,DCC0215,0.7861742509839499,19,Vorinostat,Temozolomide
DCC0361,DCC1417,0.7904141802324752,13,Vorinostat,Dacarbazine
DCC0361,DCC0162,0.7753676351615909,14,Vorinostat,Leucovorin
DCC0361,DCC0108,0.7826290269117514,20,Vorinostat,Altretamine
DCC0361,DCC0288,0.7719411579717932,22,Vorinostat,Fludarabine
DCC0361,DCC0104,0.7596256382609089,18,Vorinostat,Raloxifene
DCC0361,DCC0307,0.7632232329202551,12,Vorinostat,Trimetrexate
DCC0361,DCC0067,0.771869548294961,14,Vorinostat,Vinorelbine
DCC0361,DCC0311,0.7771831010016792,21,Vorinostat,Ifosfamide
DCC0361,DCC1628,0.7722372422045203,13,Vorinostat,Fotemustine
DCC0361,DCC1657,0.7639547954119732,13,Vorinostat,Vandetanib
DCC0361,DCC1639,0.7911088802411865,15,Vorinostat,Ixabepilone
DCC0361,DCC1234,0.750949497144067,15,Vorinostat,Bleomycin
DCC0361,DCC1535,0.7584652032141502,22,Vorinostat,Mitoxantrone
DCC0361,DCC1235,0.7698220731954968,12,Vorinostat,Chlorambucil
DCC0361,DCC1710,0.7689845956019166,14,Vorinostat,Plerixafor
DCC0361,DCC1471,0.7709671037945179,21,Vorinostat,Busulfan
DCC0361,DCC1245,0.7588623905177619,21,Vorinostat,Floxuridine
DCC0361,DCC0620,0.7523736671978483,13,Vorinostat,Canfosfamide
DCC0361,DCC1681,0.7657989003860861,10,Vorinostat,Pertuzumab
DCC0361,DCC1688,0.7965695496409194,14,Vorinostat,Axitinib
DCC0361,DCC1321,0.7898492882771232,13,Vorinostat,Vinblastine
DCC0008,DCC0361,0.7596455540331085,10,Trastuzumab,Vorinostat
DCC0008,DCC0336,0.7648266236268619,10,Trastuzumab,Sunitinib
DCC0008,DCC0108,0.7792364796477325,10,Trastuzumab,Altretamine
DCC0008,DCC0288,0.7832564957741912,10,Trastuzumab,Fludarabine
DCC0008,DCC0429,0.7736741286547446,10,Trastuzumab,Afatinib
DCC0008,DCC0420,0.7820401955097014,10,Trastuzumab,Tirapazamine
DCC0008,DCC0275,0.7760584112521437,10,Trastuzumab,Procainamide
DCC0008,DCC1120,0.7716875926416613,10,Trastuzumab,Pegfilgrastim
DCC0008,DCC1555,0.7821877687908331,10,Trastuzumab,Panitumumab
DCC0008,DCC1235,0.8013720156940334,10,Trastuzumab,Chlorambucil
DCC0008,DCC1471,0.7656832901262978,10,Trastuzumab,Busulfan
DCC0008,DCC1321,0.7849755756591643,10,Trastuzumab,Vinblastine
DCC0259,DCC0153,0.7573750414199426,28,Doxorubicin,Clofarabine
DCC0259,DCC0108,0.7618327805775352,25,Doxorubicin,Altretamine
DCC0259,DCC0420,0.7643616930543081,11,Doxorubicin,Tirapazamine
DCC0259,DCC0275,0.7582317373970973,11,Doxorubicin,Procainamide
DCC0259,DCC1639,0.7538195979445576,17,Doxorubicin,Ixabepilone
DCC0369,DCC0191,0.7715765725164466,24,Trabectedin,Etoposide
DCC0369,DCC0189,0.7514252544118359,14,Trabectedin,Irinotecan
DCC0369,DCC0153,0.7899762848870799,23,Trabectedin,Clofarabine
DCC0369,DCC0128,0.7501361781157709,24,Trabectedin,Fluorouracil
DCC0369,DCC0245,0.7756042026975071,15,Trabectedin,Carboplatin
DCC0369,DCC0126,0.7719592215063288,23,Trabectedin,Vincristine
DCC0369,DCC0295,0.7715661521470948,23,Trabectedin,Capecitabine
DCC0369,DCC0094,0.7560306387482376,14,Trabectedin,Gemcitabine
DCC0369,DCC0046,0.7916988381477931,22,Trabectedin,Mitomycin
DCC0369,DCC0332,0.7515286437828025,23,Trabectedin,Lapatinib
DCC0369,DCC0096,0.7709582873736041,23,Trabectedin,Epirubicin
DCC0369,DCC0108,0.7698630210472359,23,Trabectedin,Altretamine
DCC0369,DCC0288,0.7910777218596425,22,Trabectedin,Fludarabine
DCC0369,DCC0067,0.7526990077038499,14,Trabectedin,Vinorelbine
DCC0369,DCC0311,0.7866072224140964,23,Trabectedin,Ifosfamide
DCC0369,DCC1639,0.7661133383452885,15,Trabectedin,Ixabepilone
DCC0369,DCC1234,0.7735182348001397,16,Trabectedin,Bleomycin
DCC0369,DCC1522,0.7689851545098518,23,Trabectedin,Procarbazine
DCC0369,DCC1535,0.7728080608262154,23,Trabectedin,Mitoxantrone
DCC0369,DCC1471,0.7813360433052691,22,Trabectedin,Busulfan
DCC0369,DCC1245,0.7545808419928449,24,Trabectedin,Floxuridine
DCC0245,DCC0153,0.8196820802843832,15,Carboplatin,Clofarabine
DCC0245,DCC0361,0.7603135508994734,14,Carboplatin,Vorinostat
DCC0245,DCC0369,0.7756042026975071,15,Carboplatin,Trabectedin
DCC0245,DCC0046,0.8068705450023795,15,Carboplatin,Mitomycin
DCC0245,DCC0108,0.7879603428389468,16,Carboplatin,Altretamine
DCC0245,DCC0288,0.7879637354427141,17,Carboplatin,Fludarabine
DCC0245,DCC0429,0.7560386072598104,10,Carboplatin,Afatinib
DCC0245,DCC0420,0.7676040257628214,10,Carboplatin,Tirapazamine
DCC0245,DCC0275,0.7614092336943671,10,Carboplatin,Procainamide
DCC0245,DCC0067,0.7749246737700456,10,Carboplatin,Vinorelbine
DCC0245,DCC0311,0.7614974207449301,19,Carboplatin,Ifosfamide
DCC0245,DCC1120,0.7547872880749155,10,Carboplatin,Pegfilgrastim
DCC0245,DCC1555,0.7639088189514671,10,Carboplatin,Panitumumab
DCC0245,DCC1234,0.772940803223423,12,Carboplatin,Bleomycin
DCC0245,DCC1522,0.7920351693896498,15,Carboplatin,Procarbazine
DCC0245,DCC1535,0.795231927818323,15,Carboplatin,Mitoxantrone
DCC0245,DCC1235,0.7574981723965105,12,Carboplatin,Chlorambucil
DCC0245,DCC1471,0.7892972326629423,16,Carboplatin,Busulfan
DCC0245,DCC1245,0.7622276897890999,15,Carboplatin,Floxuridine
DCC0245,DCC1681,0.7628175865529241,10,Carboplatin,Pertuzumab
