d1,d2,score,count,n1,n2
DCC0288,DCC0046,0.8120685181236393,23,Fludarabine,Mitomycin
DCC0288,DCC0108,0.8138939786972381,23,Fludarabine,Altretamine
DCC0288,DCC0420,0.8120516970859413,9,Fludarabine,Tirapazamine
DCC0288,DCC0275,0.8050338827011756,9,Fludarabine,Procainamide
DCC0288,DCC0311,0.8260617696691391,23,Fludarabine,Ifosfamide
DCC0288,DCC1129,0.8077122080747456,9,Fludarabine,Palifermin
DCC0288,DCC1522,0.8033463531978128,23,Fludarabine,Procarbazine
DCC0104,DCC0411,0.8374621285580582,4,Raloxifene,Lomeguatrib
DCC0307,DCC0411,0.8371841252954897,4,Trimetrexate,Lomeguatrib
DCC0420,DCC0153,0.8126716676848024,9,Tirapazamine,Clofarabine
DCC0420,DCC0046,0.8068479991354132,9,Tirapazamine,Mitomycin
DCC0420,DCC0162,0.8000574694099408,9,Tirapazamine,Leucovorin
DCC0420,DCC0108,0.8217186852772513,9,Tirapazamine,Altretamine
DCC0420,DCC0288,0.8120516970859413,9,Tirapazamine,Fludarabine
DCC0420,DCC0067,0.8224941003280295,9,Tirapazamine,Vinorelbine
DCC0420,DCC0414,0.8012755487783971,5,Tirapazamine,Mesna
DCC0420,DCC0411,0.8475559647182647,4,Tirapazamine,Lomeguatrib
DCC0420,DCC1628,0.8044581941133689,9,Tirapazamine,Fotemustine
DCC0420,DCC1120,0.8078032249941365,9,Tirapazamine,Pegfilgrastim
DCC0420,DCC1555,0.815610748860925,9,Tirapazamine,Panitumumab
DCC0420,DCC1639,0.8007867297905313,10,Tirapazamine,Ixabepilone
DCC0420,DCC1129,0.8064793263758651,9,Tirapazamine,Palifermin
DCC0420,DCC1710,0.8045112598231774,9,Tirapazamine,Plerixafor
DCC0420,DCC1471,0.8010168024480966,9,Tirapazamine,Busulfan
DCC0420,DCC1681,0.8071336317604217,9,Tirapazamine,Pertuzumab
DCC0420,DCC1688,0.8202764607392039,9,Tirapazamine,Axitinib
DCC0420,DCC1321,0.8180566793147999,9,Tirapazamine,Vinblastine
DCC0275,DCC0153,0.8056054530968221,9,Procainamide,Clofarabine
DCC0275,DCC0046,0.8002268366897652,9,Procainamide,Mitomycin
DCC0275,DCC0288,0.8050338827011756,9,Procainamide,Fludarabine
DCC0275,DCC0067,0.8155035916930804,9,Procainamide,Vinorelbine
DCC0275,DCC0414,0.8006432546725598,5,Procainamide,Mesna
DCC0275,DCC0411,0.8467308227522511,4,Procainamide,Lomeguatrib
DCC0275,DCC1120,0.8013650854323816,9,Procainamide,Pegfilgrastim
DCC0275,DCC1555,0.8090886704997362,9,Procainamide,Panitumumab
DCC0275,DCC1639,0.8125019025079324,9,Procainamide,Ixabepilone
DCC0275,DCC1681,0.8005875711869329,9,Procainamide,Pertuzumab
DCC0275,DCC1688,0.8133548471590719,9,Procainamide,Axitinib
DCC0275,DCC1321,0.8104952649001285,9,Procainamide,Vinblastine
DCC0067,DCC0420,0.8224941003280295,9,Vinorelbine,Tirapazamine
DCC0067,DCC0275,0.8155035916930804,9,Vinorelbine,Procainamide
DCC0067,DCC0414,0.8065176206870885,5,Vinorelbine,Mesna
DCC0067,DCC1555,0.801175526474915,10,Vinorelbine,Panitumumab
DCC0067,DCC1235,0.8020833658877659,11,Vinorelbine,Chlorambucil
DCC0067,DCC1681,0.8004065875798732,10,Vinorelbine,Pertuzumab
DCC0311,DCC0153,0.8301754079312402,23,Ifosfamide,Clofarabine
DCC0311,DCC0046,0.8158827905224366,23,Ifosfamide,Mitomycin
DCC0311,DCC0108,0.8191792387969105,22,Ifosfamide,Altretamine
DCC0311,DCC0288,0.8260617696691391,23,Ifosfamide,Fludarabine
DCC0311,DCC0411,0.8203053562181878,4,Ifosfamide,Lomeguatrib
DCC0311,DCC1555,0.8090658878752459,9,Ifosfamide,Panitumumab
DCC0311,DCC1234,0.8068868493462115,16,Ifosfamide,Bleomycin
DCC0311,DCC1522,0.8038680190224369,23,Ifosfamide,Procarbazine
DCC0311,DCC1535,0.808335587376179,23,Ifosfamide,Mitoxantrone
DCC0311,DCC1471,0.826242716808957,22,Ifosfamide,Busulfan
DCC0414,DCC0122,0.8027328157577888,5,Mesna,Erlotinib
DCC0414,DCC0001,0.8143822904800683,5,Mesna,Cetuximab
DCC0414,DCC0355,0.8100925043655357,4,Mesna,Genistein
DCC0414,DCC0108,0.8121864328495944,5,Mesna,Altretamine
DCC0414,DCC0420,0.8012755487783971,5,Mesna,Tirapazamine
DCC0414,DCC0275,0.8006432546725598,5,Mesna,Procainamide
DCC0414,DCC0067,0.8065176206870885,5,Mesna,Vinorelbine
DCC0414,DCC0411,0.8382221416951003,4,Mesna,Lomeguatrib
DCC0414,DCC1555,0.8099194513785557,5,Mesna,Panitumumab
DCC0414,DCC1639,0.8158459580546744,5,Mesna,Ixabepilone
DCC0414,DCC1688,0.8179437231639175,5,Mesna,Axitinib
DCC0411,DCC0153,0.8152245577994992,4,Lomeguatrib,Clofarabine
DCC0411,DCC0361,0.8062855869265415,4,Lomeguatrib,Vorinostat
DCC0411,DCC0148,0.8016650930201034,4,Lomeguatrib,Imatinib
DCC0411,DCC0079,0.8120411322576881,4,Lomeguatrib,Sorafenib
DCC0411,DCC0355,0.8209052753206291,4,Lomeguatrib,Genistein
DCC0411,DCC0403,0.8182435756109072,4,Lomeguatrib,Tegafur
DCC0411,DCC0416,0.8190971062570171,4,Lomeguatrib,Potassium
DCC0411,DCC0046,0.8228083258610437,4,Lomeguatrib,Mitomycin
DCC0411,DCC0426,0.8015753017658125,4,Lomeguatrib,2-methoxyestradiol
DCC0411,DCC0215,0.8388395597777528,4,Lomeguatrib,Temozolomide
DCC0411,DCC0104,0.8374621285580582,4,Lomeguatrib,Raloxifene
DCC0411,DCC0307,0.8371841252954897,4,Lomeguatrib,Trimetrexate
DCC0411,DCC0420,0.8475559647182647,4,Lomeguatrib,Tirapazamine
DCC0411,DCC0275,0.8467308227522511,4,Lomeguatrib,Procainamide
DCC0411,DCC0311,0.8203053562181878,4,Lomeguatrib,Ifosfamide
DCC0411,DCC0414,0.8382221416951003,4,Lomeguatrib,Mesna
DCC0411,DCC1121,0.8005772040612806,4,Lomeguatrib,Sargramostim
DCC0411,DCC1657,0.8116816873773041,4,Lomeguatrib,Vandetanib
DCC0411,DCC1129,0.8148941050132658,4,Lomeguatrib,Palifermin
DCC0411,DCC1535,0.8047742304564247,4,Lomeguatrib,Mitoxantrone
DCC0411,DCC1710,0.8042835853987579,4,Lomeguatrib,Plerixafor
DCC0411,DCC0620,0.8121580239617259,4,Lomeguatrib,Canfosfamide
DCC0411,DCC1688,0.8012600606222288,5,Lomeguatrib,Axitinib
DCC0411,DCC1624,0.8129162752671442,4,Lomeguatrib,Uracil
DCC0411,DCC0956,0.8035169981208087,4,Lomeguatrib,Obatoclax
DCC0787,DCC1688,0.8016580335994141,5,Ipilimumab,Axitinib
DCC1628,DCC0420,0.8044581941133689,9,Fotemustine,Tirapazamine
DCC1628,DCC1555,0.8397884199385409,8,Fotemustine,Panitumumab
DCC1628,DCC1688,0.804026099611547,12,Fotemustine,Axitinib
DCC0634,DCC1688,0.8022109066101251,5,Enzastaurin,Axitinib
DCC1121,DCC0411,0.8005772040612806,4,Sargramostim,Lomeguatrib
DCC1121,DCC1688,0.8258070228723091,8,Sargramostim,Axitinib
DCC1120,DCC0153,0.8074022892684073,9,Pegfilgrastim,Clofarabine
DCC1120,DCC0215,0.8000913737232679,9,Pegfilgrastim,Temozolomide
DCC1120,DCC1417,0.8051858210293548,9,Pegfilgrastim,Dacarbazine
DCC1120,DCC0108,0.8113093872192565,9,Pegfilgrastim,Altretamine
DCC1120,DCC0420,0.8078032249941365,9,Pegfilgrastim,Tirapazamine
DCC1120,DCC0275,0.8013650854323816,9,Pegfilgrastim,Procainamide
DCC1120,DCC0311,0.808303538543236,9,Pegfilgrastim,Ifosfamide
DCC1120,DCC1639,0.8071917793257166,9,Pegfilgrastim,Ixabepilone
DCC1120,DCC1235,0.8069623681806192,10,Pegfilgrastim,Chlorambucil
DCC1120,DCC1710,0.8012043608858305,9,Pegfilgrastim,Plerixafor
DCC1120,DCC1688,0.8454465430310782,8,Pegfilgrastim,Axitinib
DCC1657,DCC0411,0.8116816873773041,4,Vandetanib,Lomeguatrib
DCC1555,DCC0153,0.8050643352110356,9,Panitumumab,Clofarabine
DCC1555,DCC0158,0.8007500441667693,9,Panitumumab,Pemetrexed
DCC1555,DCC0361,0.8273558039814468,8,Panitumumab,Vorinostat
DCC1555,DCC0336,0.8054592656787762,9,Panitumumab,Sunitinib
DCC1555,DCC0215,0.8075137854174891,9,Panitumumab,Temozolomide
DCC1555,DCC1417,0.8102730014808551,9,Panitumumab,Dacarbazine
DCC1555,DCC0108,0.8169092615045491,9,Panitumumab,Altretamine
DCC1555,DCC0420,0.815610748860925,9,Panitumumab,Tirapazamine
DCC1555,DCC0275,0.8090886704997362,9,Panitumumab,Procainamide
DCC1555,DCC0067,0.801175526474915,10,Panitumumab,Vinorelbine
DCC1555,DCC0311,0.8090658878752459,9,Panitumumab,Ifosfamide
DCC1555,DCC0414,0.8099194513785557,5,Panitumumab,Mesna
DCC1555,DCC1628,0.8397884199385409,8,Panitumumab,Fotemustine
DCC1555,DCC1639,0.8589589969935957,8,Panitumumab,Ixabepilone
DCC1555,DCC1129,0.8016873132323094,9,Panitumumab,Palifermin
DCC1555,DCC1235,0.8024905339435433,10,Panitumumab,Chlorambucil
DCC1555,DCC1471,0.8032995199948121,9,Panitumumab,Busulfan
DCC1555,DCC1688,0.8611449396075083,8,Panitumumab,Axitinib
DCC1639,DCC0189,0.8077761177219797,15,Ixabepilone,Irinotecan
DCC1639,DCC0122,0.8030045760612227,15,Ixabepilone,Erlotinib
DCC1639,DCC0001,0.8358074799134811,5,Ixabepilone,Cetuximab
DCC1639,DCC0008,0.8108485267470509,9,Ixabepilone,Trastuzumab
DCC1639,DCC0336,0.8198483701612113,14,Ixabepilone,Sunitinib
DCC1639,DCC0094,0.8123830016977572,15,Ixabepilone,Gemcitabine
DCC1639,DCC0162,0.8010904614291233,15,Ixabepilone,Leucovorin
DCC1639,DCC0420,0.8007867297905313,10,Ixabepilone,Tirapazamine
DCC1639,DCC0275,0.8125019025079324,9,Ixabepilone,Procainamide
DCC1639,DCC0414,0.8158459580546744,5,Ixabepilone,Mesna
DCC1639,DCC1120,0.8071917793257166,9,Ixabepilone,Pegfilgrastim
DCC1639,DCC1555,0.8589589969935957,8,Ixabepilone,Panitumumab
DCC1639,DCC1280,0.8292239271390413,9,Ixabepilone,Entecavir
DCC1639,DCC1368,0.8234912394816509,9,Ixabepilone,Adefovir
DCC1639,DCC1138,0.8040058854557426,5,Ixabepilone,Gemtuzumab
DCC1639,DCC1129,0.803733529742499,9,Ixabepilone,Palifermin
DCC1639,DCC1024,0.8060465512868431,5,Ixabepilone,Teprotumumab
DCC1639,DCC1245,0.8154213763589298,14,Ixabepilone,Floxuridine
DCC1639,DCC1688,0.8422768287089399,14,Ixabepilone,Axitinib
DCC1280,DCC1639,0.8292239271390413,9,Entecavir,Ixabepilone
DCC1280,DCC1688,0.8016501940408332,9,Entecavir,Axitinib
DCC1368,DCC1639,0.8234912394816509,9,Adefovir,Ixabepilone
DCC0917,DCC1117,0.807727494465773,3,Campath,Reteplase
DCC1138,DCC0108,0.8031601422274617,5,Gemtuzumab,Altretamine
DCC1138,DCC1639,0.8040058854557426,5,Gemtuzumab,Ixabepilone
DCC1138,DCC1688,0.8069968415161517,5,Gemtuzumab,Axitinib
DCC1129,DCC0153,0.8049249178800454,9,Palifermin,Clofarabine
DCC1129,DCC0122,0.8035872984580307,9,Palifermin,Erlotinib
DCC1129,DCC0094,0.8053723732387369,9,Palifermin,Gemcitabine
DCC1129,DCC0096,0.8004088833209901,9,Palifermin,Epirubicin
DCC1129,DCC1417,0.8021483269092646,9,Palifermin,Dacarbazine
DCC1129,DCC0108,0.8090026451442468,9,Palifermin,Altretamine
DCC1129,DCC0288,0.8077122080747456,9,Palifermin,Fludarabine
DCC1129,DCC0420,0.8064793263758651,9,Palifermin,Tirapazamine
DCC1129,DCC0311,0.8049440804857815,9,Palifermin,Ifosfamide
DCC1129,DCC0411,0.8148941050132658,4,Palifermin,Lomeguatrib
DCC1129,DCC1555,0.8016873132323094,9,Palifermin,Panitumumab
DCC1129,DCC1639,0.803733529742499,9,Palifermin,Ixabepilone
DCC1129,DCC1688,0.842203486440595,8,Palifermin,Axitinib
DCC1129,DCC1321,0.8076321695871213,9,Palifermin,Vinblastine
DCC1024,DCC1639,0.8060465512868431,5,Teprotumumab,Ixabepilone
DCC1024,DCC1688,0.8086064421921588,5,Teprotumumab,Axitinib
DCC1234,DCC0153,0.8105820525640887,16,Bleomycin,Clofarabine
DCC1234,DCC0311,0.8068868493462115,16,Bleomycin,Ifosfamide
DCC1522,DCC0153,0.8096132742703952,23,Procarbazine,Clofarabine
DCC1522,DCC0288,0.8033463531978128,23,Procarbazine,Fludarabine
DCC1522,DCC0311,0.8038680190224369,23,Procarbazine,Ifosfamide
DCC1162,DCC1688,0.8057629716306793,8,Filgrastim,Axitinib
DCC1535,DCC0153,0.815764920795341,23,Mitoxantrone,Clofarabine
DCC1535,DCC0311,0.808335587376179,23,Mitoxantrone,Ifosfamide
DCC1535,DCC0411,0.8047742304564247,4,Mitoxantrone,Lomeguatrib
DCC1235,DCC0012,0.8122155107969412,10,Chlorambucil,Bevacizumab
DCC1235,DCC0001,0.8055858915579637,6,Chlorambucil,Cetuximab
DCC1235,DCC0008,0.8013720156940334,10,Chlorambucil,Trastuzumab
DCC1235,DCC0067,0.8020833658877659,11,Chlorambucil,Vinorelbine
DCC1235,DCC1120,0.8069623681806192,10,Chlorambucil,Pegfilgrastim
DCC1235,DCC1555,0.8024905339435433,10,Chlorambucil,Panitumumab
DCC1235,DCC1681,0.8041769410351666,10,Chlorambucil,Pertuzumab
DCC1235,DCC1321,0.8053663185935039,11,Chlorambucil,Vinblastine
DCC1710,DCC0012,0.8025517846992665,9,Plerixafor,Bevacizumab
DCC1710,DCC0420,0.8045112598231774,9,Plerixafor,Tirapazamine
DCC1710,DCC0411,0.8042835853987579,4,Plerixafor,Lomeguatrib
DCC1710,DCC1120,0.8012043608858305,9,Plerixafor,Pegfilgrastim
DCC1471,DCC0153,0.8244872051513141,23,Busulfan,Clofarabine
DCC1471,DCC0126,0.806096605135462,22,Busulfan,Vincristine
DCC1471,DCC0046,0.8026868800876067,23,Busulfan,Mitomycin
DCC1471,DCC0108,0.812892990590978,22,Busulfan,Altretamine
DCC1471,DCC0288,0.8249583236215713,23,Busulfan,Fludarabine
DCC1471,DCC0420,0.8010168024480966,9,Busulfan,Tirapazamine
DCC1471,DCC0311,0.826242716808957,22,Busulfan,Ifosfamide
DCC1471,DCC1555,0.8032995199948121,9,Busulfan,Panitumumab
DCC1245,DCC1639,0.8154213763589298,14,Floxuridine,Ixabepilone
DCC0620,DCC0411,0.8121580239617259,4,Canfosfamide,Lomeguatrib
DCC1681,DCC0420,0.8071336317604217,9,Pertuzumab,Tirapazamine
DCC1681,DCC0275,0.8005875711869329,9,Pertuzumab,Procainamide
DCC1681,DCC0067,0.8004065875798732,10,Pertuzumab,Vinorelbine
DCC1681,DCC1235,0.8041769410351666,10,Pertuzumab,Chlorambucil
DCC1681,DCC1688,0.8225479748436478,9,Pertuzumab,Axitinib
DCC1117,DCC0917,0.807727494465773,3,Reteplase,Campath
DCC1688,DCC0122,0.806113411074533,14,Axitinib,Erlotinib
DCC1688,DCC0008,0.8114293524699691,9,Axitinib,Trastuzumab
DCC1688,DCC0336,0.8005903171606905,14,Axitinib,Sunitinib
DCC1688,DCC0420,0.8202764607392039,9,Axitinib,Tirapazamine
DCC1688,DCC0275,0.8133548471590719,9,Axitinib,Procainamide
DCC1688,DCC0414,0.8179437231639175,5,Axitinib,Mesna
DCC1688,DCC0411,0.8012600606222288,5,Axitinib,Lomeguatrib
DCC1688,DCC0787,0.8016580335994141,5,Axitinib,Ipilimumab
DCC1688,DCC1628,0.804026099611547,12,Axitinib,Fotemustine
DCC1688,DCC0634,0.8022109066101251,5,Axitinib,Enzastaurin
DCC1688,DCC1121,0.8258070228723091,8,Axitinib,Sargramostim
DCC1688,DCC1120,0.8454465430310782,8,Axitinib,Pegfilgrastim
DCC1688,DCC1555,0.8611449396075083,8,Axitinib,Panitumumab
DCC1688,DCC1639,0.8422768287089399,14,Axitinib,Ixabepilone
DCC1688,DCC1280,0.8016501940408332,9,Axitinib,Entecavir
DCC1688,DCC1138,0.8069968415161517,5,Axitinib,Gemtuzumab
DCC1688,DCC1129,0.842203486440595,8,Axitinib,Palifermin
DCC1688,DCC1024,0.8086064421921588,5,Axitinib,Teprotumumab
DCC1688,DCC1162,0.8057629716306793,8,Axitinib,Filgrastim
DCC1688,DCC1681,0.8225479748436478,9,Axitinib,Pertuzumab
DCC1624,DCC0215,0.8038743067040788,11,Uracil,Temozolomide
DCC1624,DCC0411,0.8129162752671442,4,Uracil,Lomeguatrib
DCC1321,DCC0009,0.8014930202892027,9,Vinblastine,Rituximab
DCC1321,DCC0420,0.8180566736737198,9,Vinblastine,Tirapazamine
DCC1321,DCC0275,0.8104952626147228,9,Vinblastine,Procainamide
DCC1321,DCC1129,0.8076321575279329,9,Vinblastine,Palifermin
DCC1321,DCC1235,0.8053663202758429,11,Vinblastine,Chlorambucil
DCC0956,DCC0411,0.8035170024875817,4,Obatoclax,Lomeguatrib
DCC0162,DCC1024,0.8017050055836201,5,Leucovorin,Teprotumumab
DCC0429,DCC1024,0.8068562897312841,5,Afatinib,Teprotumumab
DCC0067,DCC1024,0.8165681191631394,5,Vinorelbine,Teprotumumab
DCC1555,DCC1024,0.8133667262482467,5,Panitumumab,Teprotumumab
DCC1024,DCC0162,0.8017050055836201,5,Teprotumumab,Leucovorin
DCC1024,DCC0429,0.8068562897312841,5,Teprotumumab,Afatinib
DCC1024,DCC0067,0.8165681191631394,5,Teprotumumab,Vinorelbine
DCC1024,DCC1555,0.8133667262482467,5,Teprotumumab,Panitumumab
DCC1024,DCC1681,0.8120356293776129,5,Teprotumumab,Pertuzumab
DCC1681,DCC1024,0.8120356293776129,5,Pertuzumab,Teprotumumab
DCC0012,DCC0596,0.8108355056237455,4,Bevacizumab,ABT-751
DCC0189,DCC0596,0.8166514435560641,4,Irinotecan,ABT-751
DCC0189,DCC1024,0.8569030650532631,4,Irinotecan,Teprotumumab
DCC0153,DCC1461,0.8108888040279494,7,Clofarabine,Isotretinoin
DCC0122,DCC0006,0.8097576957446063,4,Erlotinib,Aldesleukin
DCC0122,DCC0004,0.8067087791574589,7,Erlotinib,Asparaginase
DCC0122,DCC0596,0.8267591693592925,4,Erlotinib,ABT-751
DCC0122,DCC1162,0.8004515616167073,8,Erlotinib,Filgrastim
DCC0122,DCC0853,0.8270964080527372,4,Erlotinib,Linifanib
DCC0158,DCC0787,0.8162152628168083,4,Pemetrexed,Ipilimumab
DCC0158,DCC0853,0.8046020973978271,4,Pemetrexed,Linifanib
DCC0001,DCC1461,0.8147708750102287,4,Cetuximab,Isotretinoin
DCC0001,DCC0596,0.8233509422018694,4,Cetuximab,ABT-751
DCC0355,DCC1024,0.8219498504440488,4,Genistein,Teprotumumab
DCC0120,DCC0596,0.8109418865330951,4,Oxaliplatin,ABT-751
DCC0120,DCC1024,0.8514732927897589,4,Oxaliplatin,Teprotumumab
DCC0295,DCC0596,0.8077603731570188,4,Capecitabine,ABT-751
DCC0336,DCC0596,0.8139977754632051,4,Sunitinib,ABT-751
DCC0336,DCC0853,0.8109385081757606,4,Sunitinib,Linifanib
DCC0094,DCC0596,0.8114715072390428,4,Gemcitabine,ABT-751
DCC0403,DCC0307,0.8200044795800394,4,Tegafur,Trimetrexate
DCC0403,DCC0088,0.8055500292304358,4,Tegafur,Trifluridine
DCC0403,DCC1657,0.8161280403079902,4,Tegafur,Vandetanib
DCC0403,DCC0596,0.8050257637716588,4,Tegafur,ABT-751
DCC0403,DCC0777,0.8136771384221186,4,Tegafur,Pazopanib
DCC0403,DCC1024,0.8432205169029517,4,Tegafur,Teprotumumab
DCC0403,DCC0853,0.8039554544314119,4,Tegafur,Linifanib
DCC0416,DCC0596,0.8078227491769567,4,Potassium,ABT-751
DCC0416,DCC1024,0.8468730559351144,4,Potassium,Teprotumumab
DCC0416,DCC0853,0.8077313923234539,4,Potassium,Linifanib
DCC0006,DCC0122,0.8097576957446063,4,Aldesleukin,Erlotinib
DCC0006,DCC0108,0.8007934592092116,4,Aldesleukin,Altretamine
